Followers,EngagementRate (%),AdSpend (GBP),ContentQuality,Sales (Units),ID,Timestamp,Notes
115239.0,3.682718266750048,6653.2929781568,6.61531511499212,13354,1287,2023-07-22,Good
121476.0,0.5980502739301499,3083.592763915911,1.315574502903567,8455,4355,2022-02-04,None
121962.0,1.6724525634938203,4998.038698617366,8.748276203770184,8075,7013,2021-11-02,N/A
116088.0,4.83659224680493,5450.6241493269035,1.7506300146991374,13489,3885,2021-10-07,Check
70707.0,4.239530550453986,4837.067303165737,,8350,5749,2023-05-10,Check
110266.0,2.3282181574127794,2488.1766661320426,2.0446093393330886,7284,9169,2022-11-14,Review
124891.0,2.8534428868626938,5545.83704322508,9.8698439185664,10510,2407,2023-05-31,Review
71802.0,0.6001265836684893,,6.275540663341165,9228,2013,2021-04-28,Pending
84123.0,1.5570781750905736,5747.854536506339,1.4810056255051014,7304,5153,2022-04-22,Pending
77730.0,4.422510091712807,5768.11222874174,1.2454073194527888,9548,8551,2022-11-08,Pending
28850.0,0.8815128067838947,5453.405769431775,6.03536173987217,9358,4376,2023-06-17,None
107954.0,3.513866529595208,,5.0375354383405915,11392,8822,2022-01-18,None
67607.0,0.6606992706266439,4634.145577098737,,7899,4273,2021-11-10,Good
49765.0,3.4113455780958892,6784.087067919395,5.928033275000953,11024,5825,2023-07-02,Pending
75284.0,0.7871213484407076,4838.743669312924,6.697270182960917,7851,6699,2021-02-17,Check
80704.0,0.9609895230469404,4952.8066632569535,9.882565176717446,11170,7243,2022-04-25,Pending
68223.0,2.9410061273474306,4031.226517558972,8.268397870573118,11453,449,2022-04-04,Check
81987.0,0.8087044320281555,3371.070899632198,9.908812490575798,6208,2227,2021-05-27,Pending
117112.0,1.4914446292059274,3914.3168163291793,7.391154158767692,10765,5756,2022-01-30,Review
94393.0,2.430364913228783,2481.1878649193236,1.3068672125649563,7610,810,2022-12-24,N/A
108350.0,1.9747713050693192,2264.760897425621,9.198914379608484,11154,4180,2022-01-02,N/A
122962.0,1.4583445250064535,2891.071004621491,7.153700424695693,9588,9000,2021-11-06,Pending
110254.0,1.0032791217872556,5755.506160193258,3.9496042435590017,11290,5438,2023-02-21,Review
86791.0,2.2610810241526096,3546.3209835525404,1.9296236595316547,7877,7533,2023-09-16,None
87195.0,3.046138853837784,3665.635272567464,5.970427870327051,8586,6369,2023-02-19,Pending
98056.0,1.983409235364762,4384.161216970255,1.30957373037822,8830,8416,2023-04-27,Pending
112.0,3.363566563701754,5252.038402639298,6.125062307387529,10600,1477,2023-07-29,Check
43744.0,3.831371558401918,3653.1036599299146,6.276798864999435,7929,1790,2023-03-13,Check
119777.0,1.335085712352715,3656.467232456341,4.124492372650269,11741,2008,2023-09-08,Pending
84264.0,4.555351048795708,6726.2519745265445,8.39657254472825,7887,682,2023-01-18,Check
114462.0,3.750369481982924,3650.940197987155,4.342216838705398,8520,2816,2022-10-24,N/A
75097.0,1.9088059519065508,4215.690779939085,2.9993043512558177,9323,9431,2022-11-25,None
46867.0,1.2057516495336331,5458.790406128057,5.223411320385272,5956,3774,2023-06-20,Pending
111442.0,1.050641729447109,5798.356605277276,9.437037046661391,10471,6495,2022-11-15,N/A
116996.0,3.6872457154575624,1487.7043859133903,8.739732319377051,8207,8878,2023-02-01,None
119909.0,0.9836213178590656,3186.333066517173,5.609417332704987,12327,7361,2021-08-05,Review
117059.0,1.708286188855633,5746.719149619964,1.694982162623238,10325,8366,2023-07-02,None
97139.0,2.717956307948377,3496.418533075273,3.4450484945609943,6282,7474,2022-03-24,N/A
86180.0,1.0493843974305472,3877.588017833457,3.87293915870588,7276,46,2021-06-11,Check
81948.0,4.7115751339391725,4069.188686831509,4.751738381583855,13117,30,2023-03-11,N/A
87719.0,3.011487985474358,5779.264832162454,8.941917162230306,7678,8250,2021-12-23,Review
114418.0,3.6513751654151423,3648.2939139025752,5.871973233277858,8778,6935,2021-07-04,Check
64123.0,1.9187623089676515,4508.588710861833,3.0398209638086837,6992,1468,2021-09-14,N/A
99313.0,1.582304190824916,4600.904516356995,9.991743272847534,10889,1665,2021-02-04,Check
101710.0,1.3411038415575915,3801.651652860304,2.7590308747899437,6645,1416,2021-04-01,Review
120796.0,1.278362860713838,5828.565789514017,2.1781000717021106,12864,6480,2022-08-16,None
115930.0,3.025425438944912,5832.757653467993,5.188022757222496,11330,4852,2023-05-17,None
132189.0,,5926.757328318833,2.541982567253358,11696,2470,2022-03-25,Good
104060.0,2.8542022841485024,3595.951230427729,7.470248740585352,9628,4373,2022-09-19,Check
47.0,2.629242717053322,4236.001024272724,7.009803778425015,10879,8524,2023-03-21,Pending
47237.0,0.7453515149522587,5730.328925450858,8.853617368200224,6072,429,2021-12-23,Review
129161.0,3.244152460904157,4942.074299676928,2.140555616431206,12941,5244,2022-10-17,N/A
94269.0,2.921645435366545,3140.589782929216,2.3238056649681997,8097,2119,2021-12-17,Pending
104511.0,3.1064901585240103,5018.585114291011,1.2519796853856415,10602,385,2022-10-05,N/A
88911.0,3.6401211432248384,6228.362459520926,5.767067068307555,11612,1945,2021-08-06,Good
58797.0,0.5346401132962075,4678.569038955002,1.203980270697317,7558,4224,2023-09-05,N/A
141006.0,1.768215555948581,£7618,3.794301608015704,14639,473,2021-03-18,Review
121545.0,1.3400776666144252,4509.8831150883625,2.741438895661707,11800,2129,2022-05-21,Review
96755.0,1.8313302434541985,5801.9547989562025,8.258827497133646,10398,6556,2021-10-14,None
99846.0,2.6440058133222286,4071.6378130676735,1.992595781317993,6931,6998,2022-08-24,Check
79851.0,,5501.83645180682,6.8048698315634395,10694,1055,2022-03-05,Check
72.0,3.152022700777465,3141.551082792744,4.5730092949665195,8472,3274,2021-11-03,N/A
69105.0,4.432997414920524,£5397,8.330006280664508,9319,4961,2021-09-08,Check
72173.0,3.316397493269156,5688.5508573600555,3.292044719924073,10674,5363,2021-07-02,Good
75557.0,2.918055147858502,6007.775460762791,1.9239832138443067,8571,5816,2023-02-22,Check
86808.0,4.39155599899953,6462.660714933213,7.540557617897969,9617,811,2021-08-11,Pending
82.0,2.9099150500873767,4112.528902226372,2.6434128865047883,9680,4573,2023-02-13,N/A
82864.0,4.182067791586534,1712.022052213379,5.669272911192616,6595,6137,2022-05-01,Check
126705.0,1.1301765406895847,6010.188313590834,8.894941785418654,11047,2388,2021-03-14,Pending
109449.0,3.750251445663572,6830.449674507629,6.544602312940555,9575,9648,2021-06-15,Review
90165.0,2.9398804019873315,6256.780692151708,2.5778136711271973,13079,6225,2023-06-12,Review
99204.0,2.6661012444853354,3637.021577126812,9.1144905056949,7923,111,2022-08-26,None
120534.0,2.4349664301093803,5337.416225805534,9.36592555892348,15464,8909,2021-07-04,None
107151.0,1.5114210694646877,4576.760696018803,8.998224095440598,11293,1745,2022-12-05,None
90772.0,2.735492790144775,4908.889014669348,2.5418001376697585,8604,7851,2023-04-04,None
107222.0,3.481235929329253,4306.826054300216,8.698542222104068,6660,1452,2021-11-27,Check
96095.0,0.5275789129115636,2809.571140911782,7.295413371374587,9963,319,2022-07-11,Pending
104075.0,2.1772701717534244,7676.766151586766,3.519713719346859,14443,8593,2021-10-21,N/A
117222.0,0.501485716667644,2961.400254666827,2.559413767383907,11144,3333,2021-03-22,Check
67817.0,3.802387927972919,2333.0366979464734,9.231239505663895,5465,1922,2022-02-04,N/A
82005.0,1.9895195119243163,4730.066676229438,1.955926838176168,8250,5865,2023-01-22,N/A
105268.0,1.0217007979587789,4088.230803818221,6.333622618475126,9171,9528,2022-04-04,N/A
74483.0,,6603.333913316297,,12771,3685,2022-02-10,N/A
96961.0,2.656262063279488,4986.415604565528,3.200172384079865,8690,4275,2022-01-02,Review
119079.0,1.1928244734699178,6756.4947398064,7.146795111183288,10957,4889,2022-04-04,Pending
67800.0,3.315511984662079,5575.350697560597,4.032307145438522,8040,5225,2021-11-15,N/A
62905.0,4.121131032679246,6262.784944094722,1.3663987631572292,7622,7472,2022-09-05,Check
76273.0,3.330447742509585,1000.0,3.9451759154831754,6068,3605,2021-03-05,N/A
114820.0,2.5904230858598862,6215.892459722889,5.595004889032191,13570,1052,2023-03-19,Review
115796.0,2.799485563704541,6290.18058797745,7.900032709092232,12418,4156,2021-06-23,Check
69209.0,1.673760271923571,5744.903614513911,2.662953680253291,11778,9676,2022-09-26,Pending
92962.0,4.708626414774498,6368.035506482459,7.0985182176681025,10251,99,2022-03-26,Good
75989.0,4.417990149284402,5173.49152641563,2.1302746176408283,6474,7508,2023-02-13,Check
122600.0,3.53%,,7.73882664285668,14822,1456,2023-04-07,Review
92983.0,2.571713939416899,£5286,2.9558426467319787,8045,7688,2021-07-24,Pending
58994.0,4.996173050503965,5879.613514954853,8.52337893538645,10530,4004,2022-11-09,Review
132843.0,0.7254816347298578,5590.928013490903,7.824050447964314,12636,6866,2021-07-09,None
97914.0,1.906586271850362,8037.926312932167,6.267733197531339,14086,4509,2021-05-04,Good
134119.0,,2217.1241906710047,9.39636826552208,10075,3299,2023-07-20,N/A
69523.0,1.2617879462275523,3946.187555672561,9.779714607537048,9477,3799,2021-06-14,Review
54643.0,2.070584206440994,4955.782827467094,8.275265373460325,9097,4281,2021-08-17,None
66140.0,2.8425654809144643,5129.821471426965,2.5884862031937783,5426,9051,2021-05-11,None
94950.0,1.581375872821726,2910.6010436170736,6.851598585962165,9779,6462,2022-04-16,Pending
93637.0,4.208468557348498,4941.179279113506,8.953822592982041,14640,7912,2023-07-09,N/A
80694.0,4.874704292906374,2753.211987830799,9.815015120781842,10739,1414,2021-09-22,Pending
125070.0,1.167357806634862,7408.535161731265,2.558916547443533,9301,540,2022-06-26,Check
120524.0,3.87313830534567,4685.07082453832,8.126297474472882,11883,5815,2022-02-16,Good
102389.0,4.535086952776419,5952.8427181868055,5.491762223920095,9383,8199,2021-12-03,N/A
66413.0,3.0310202357213845,6916.428519847583,9.744799184496838,12287,3680,2022-07-27,Pending
71518.0,4.263661818545389,4197.253599248543,7.077407156797248,6313,754,2022-07-13,N/A
132919.0,2.204381517983032,3613.1671707960254,6.409459326060019,10618,4196,2021-12-26,Check
72767.0,3.9078751790069393,5119.52146976812,3.8652437183003214,10279,2650,2023-05-01,Check
114892.0,1.3477684208160825,3774.888700815632,2.633032127924947,9623,4522,2021-02-23,Review
87859.0,2.449211987062388,3973.913539127912,9.213846516413293,10824,9519,2021-03-27,Check
131461.0,1.6274572651900772,4764.582792084232,5.485202032393199,9048,3118,2023-09-18,Check
64009.0,2.5665682611384093,6047.398304738143,1.0501197456129512,10359,3728,2023-01-18,Good
34116.0,4.76%,5308.941074313626,2.606497435591868,4893,3886,2023-03-15,Pending
95519.0,2.8417650169683304,3127.418281809422,7.865589541386601,8025,7107,2022-08-26,Pending
101030.0,2.5364959787685555,5730.482208255597,3.6987710476565527,8381,8068,2022-02-24,Good
121227.0,2.7169890162373793,6686.26517766853,2.12968523825314,8772,7325,2022-09-22,Good
60254.0,4.678108935778206,4419.118918851571,6.656314314814514,10564,8483,2021-04-03,N/A
105623.0,1.7040363038667832,3099.497035818091,5.776683683015609,9726,8767,2023-01-28,Good
136818.0,0.8094677088701652,4330.557332728521,8.992178598218276,12024,6500,2022-06-25,Good
124914.0,4.602079130619641,3127.2069765135984,7.858193161588456,12485,8426,2023-08-15,None
122058.0,3.580682225523471,4144.098292267527,,10458,7963,2022-09-30,Good
72335.0,4.380222782088227,5959.044265229945,6.3451103829499695,13396,601,2021-06-01,N/A
49.0,4.673575761095421,3005.71856252274,7.964652732346861,8398,9249,2022-04-23,Pending
124777.0,3.418175038415575,4655.7509243276,6.8329030332547855,11483,8919,2021-02-27,None
57281.0,,3047.18922219082,9.520287196108828,4227,6814,2023-01-16,N/A
84292.0,3.54953198645621,6184.248139475064,4.385887861417489,9401,5411,2022-05-17,N/A
91827.0,2.1247686422518783,3187.6133875684627,2.278313133069278,8466,8747,2022-01-05,None
122.0,2.155998476516432,3399.7102375065424,3.504849943706154,10891,5522,2023-08-27,None
94821.0,4.033992610124528,4948.530003875287,9.712059905859496,10802,1044,2023-07-30,None
107254.0,2.0598786246644876,6051.243649737503,8.790561804422232,13164,7334,2023-08-11,None
75904.0,2.927454599695712,3779.960095326663,3.827836697177805,9653,1557,2021-08-09,N/A
59558.0,1.3965884536307818,6591.744098560776,8.166558738010156,9387,3739,2022-12-30,None
71030.0,3.017309521542084,5690.358414841877,9.253918159640529,8907,3522,2023-08-04,Check
118770.0,0.877561438226891,3825.036864912404,2.330694334535566,9575,180,2022-07-25,Pending
84603.0,3.1101959988414425,3795.030712389326,3.935557985768446,7623,2115,2021-08-03,Good
105387.0,3.963200680826295,5591.785407742814,9.026951414637642,14686,1699,2023-03-29,Good
154780.0,1.362646720227355,6265.983878178795,6.145718257436739,14027,1379,2023-05-30,Pending
119867.0,3.328840470060018,4596.570398150835,4.806321520841822,9509,7229,2022-12-05,Check
88265.0,1.5223793660946645,7610.085903795101,,15178,9143,2021-10-21,Pending
114430.0,4.455779020485125,4412.009562818427,8.659968891257826,12025,618,2021-07-10,N/A
115664.0,2.498715825406251,6742.862929442068,3.662395653933779,16338,3181,2022-09-17,N/A
95311.0,3.9754492035186466,1473.164087977521,7.935678850320737,10258,9851,2022-04-28,Good
94513.0,4.542258683947077,3901.836837967444,4.785298730671304,8276,1600,2022-10-31,Review
58734.0,1.8673765879492492,5563.431847554562,8.097495649797912,8922,5963,2021-04-22,Pending
195793.0,3.504232533771514,5000.107800588295,7.290946769311258,15918,1615,2021-05-16,Check
137568.0,3.866543600499168,2028.7192287570392,9.557026523334184,4956,5920,2021-12-29,Check
90646.0,3.9320051737443897,3723.119453653755,6.149374221372172,9167,9591,2021-09-16,Good
117477.0,3.32350524417624,5532.260233355446,5.771968235805175,13261,3891,2022-09-12,None
31114.0,1.393485815916918,5893.747796765821,5.752311036141826,8018,2083,2022-01-03,Pending
77519.0,1.906350220959379,4500.495542020535,1.0692193237958072,8298,4574,2022-11-15,Review
133747.0,0.8610093131046348,6097.577713793197,4.709293531576495,12870,5594,2023-02-08,N/A
86915.0,1.75%,4583.8272359735365,5.623417287342493,7440,5121,2021-07-07,N/A
127567.0,4.0207239195059765,2384.324529881909,4.532602294140094,9025,4587,2023-07-09,N/A
69177.0,4.672326959957064,3916.4995642246936,5.1645283900269225,8001,4902,2023-02-27,N/A
43591.0,4.73990297664446,6639.834345606309,4.544310768942818,8011,8252,2022-09-19,Check
123935.0,3.9245328058366127,5298.908319122669,3.8037927569081056,10982,5916,2023-06-28,Check
102934.0,3.2485161023507625,6785.058129810565,6.0304653089411095,13119,5129,2021-09-23,None
130941.0,4.050312507546558,4318.150366187357,1.259455016397911,10852,8334,2022-02-26,Check
94955.0,4.921469426928197,6783.7591746575035,1.4585179637173018,10607,1918,2021-03-27,None
93544.0,2.5434209507194963,5735.989521088081,8.850406452428391,12264,8330,2022-04-02,None
108963.0,4.95067658790108,4377.479297305144,3.500510912875156,10562,5707,2022-05-22,N/A
125268.0,4.204444739812861,3877.7630940521135,1.7808094546086672,8832,5384,2022-09-09,N/A
120727.0,3.9202124268243983,6830.855438517633,3.717319190420793,9750,6336,2021-03-06,Check
59623.0,2.0955551950226785,5519.248731582172,9.242767651014962,10022,2054,2021-02-02,Check
75770.0,1.5358157549206597,4761.37000344708,5.357694484640483,7391,7612,2022-02-24,None
126597.0,4.056657011892894,4804.409671694246,6.954358971128379,10221,9209,2021-07-09,Good
123065.0,3.2275597499733997,6032.36142623801,8.83983880721972,15924,3963,2023-01-29,N/A
109079.0,4.444185258893144,4418.3586157756645,7.091145190207506,8196,1126,2022-10-31,Review
113325.0,2.7219627111769773,4146.245333478816,9.245076250903598,11909,3428,2021-11-22,Good
128124.0,2.4090676038287304,5564.984888160919,5.54638685366065,14319,4601,2021-02-15,N/A
151095.0,0.5791546229563607,6360.910527187562,5.780617998699669,13807,3721,2021-07-02,N/A
131057.0,3.518237865681716,6437.052902943245,7.989898980135745,12707,2389,2022-11-23,Check
97885.0,0.8486928056108728,5168.506923098565,5.494539852251441,9380,1322,2023-09-18,Review
76024.0,2.4005834271533053,3292.128899398426,7.736436025605915,8401,1603,2021-11-23,Pending
99638.0,3.6060500003653546,5600.728287862172,7.088168871136785,12253,7224,2023-03-13,Review
116192.0,2.343014298125398,5526.755214142597,8.549256486832014,9918,7425,2023-05-18,N/A
50167.0,4.522503932249862,4327.264353700353,9.223101046247171,8800,4336,2021-02-18,Pending
,1.8572160483372409,5986.980244662461,1.5386143472762224,8772,5593,2023-07-06,Pending
98167.0,4.622842166332494,1364.379022583034,8.61500845888379,10440,4411,2022-04-12,None
90970.0,1.5298622412057368,5507.9377364549,6.981164728802613,14254,5858,2023-08-23,Review
113349.0,3.67505690934005,£4482,7.014464923932574,10027,9343,2022-06-23,Good
85862.0,0.6114835712047269,5861.246312545777,3.8680672768480457,6561,3991,2021-08-24,None
140099.0,2.1390254651579497,4775.704453185097,5.961550564264315,12426,6079,2023-09-02,Check
91866.0,0.5394863977786302,5019.445912207639,2.993070259151551,9521,1559,2021-09-01,N/A
144131.0,4.014694044846356,4782.901401622195,2.674056096401608,16930,4682,2023-06-02,N/A
99535.0,2.4077727827336757,5082.731836012379,4.539943436790524,12299,7557,2021-06-23,Good
76539.0,2.2768415348165525,5222.821291566938,6.382199690037625,6880,3772,2022-11-06,Good
94855.0,0.9071883133229872,5293.048363472912,8.652367100396019,10263,8779,2022-02-16,Pending
88710.0,2.8766302577318914,4369.070986315968,5.832877459362689,6094,3457,2023-08-31,Check
137285.0,1.4809923697479557,1453.2269452162432,9.739821387024865,8813,8383,2021-07-04,Check
82704.0,2.078160473438273,,2.4297486772910646,4546,1354,2022-02-13,Pending
78404.0,2.976936745762042,4633.856656762187,2.4325009577715404,13075,45,2022-10-02,Pending
90402.0,4.415508684989894,4924.319766174024,2.211445310669528,7614,9872,2023-09-05,Review
81654.0,0.849496378002591,5981.962989236756,3.063654895527978,11620,748,2021-10-31,None
86283.0,4.482790479125004,4726.56994035579,9.26949962955411,9009,7917,2022-02-01,N/A
126762.0,0.6707737860794186,3090.5100016530923,7.703796695397233,8744,4241,2022-04-07,Review
75673.0,0.766618035798774,8190.506808339494,2.4518656610339287,11740,5628,2021-09-10,Check
71769.0,4.11905205064502,5732.992305890716,1.6383476059620703,6855,4657,2023-03-29,Good
143598.0,2.1335065249215264,6056.076844950581,5.5281031945012105,17300,4238,2021-04-02,Review
150871.0,4.588358137252306,6070.349227368541,7.262285781381896,13022,3460,2022-12-06,Good
111861.0,4.596022396771013,4875.167630895456,9.742551218644348,10207,7381,2022-06-18,Pending
139841.0,0.7347075388399815,4517.449532099602,7.52131646389824,11007,5549,2021-08-30,None
137635.0,2.540090920613878,7465.738895133639,9.27232590887947,11222,7075,2022-05-08,Good
63169.0,2.9669715979471425,5040.732363833747,9.740242407599746,10299,5838,2023-04-10,N/A
125383.0,,4089.6979759333176,3.9666954498857057,11350,8091,2022-03-22,None
94904.0,3.7704022582920618,,5.918485766730916,13781,5474,2021-05-02,Good
120785.0,4.136496559764545,6395.437563934428,9.349009383237185,10433,3614,2021-02-10,Review
103655.0,4.310264339554375,4241.515582732292,1.70941505908015,8400,7501,2023-02-17,N/A
109739.0,1.75%,4582.094445162748,9.543391439936816,8681,7053,2021-11-27,N/A
85919.0,4.157285222442136,5553.872665026435,2.402437449732216,10334,7367,2023-07-21,Check
129335.0,1.922801228942938,3746.779409536907,5.640240972957921,9800,8019,2022-09-10,Check
81667.0,4.286118195316996,1866.1497892349316,2.6845081319726356,8204,9638,2022-03-13,Review
79291.0,3.958165531792877,5525.391571950572,4.9354511359896955,10561,9055,2022-07-19,Pending
78614.0,2.794516590788923,5429.417334622826,4.070308121280928,10048,664,2022-04-03,Check
66995.0,3.9606045745219154,4725.950342117169,3.348944338674052,8399,2319,2023-06-25,Good
126382.0,4.854894455179047,5068.608693503995,6.790640764051561,11102,3542,2022-04-04,Pending
95492.0,2.850302629900274,7061.436370360065,2.032134207910724,14136,3677,2021-04-15,Check
90274.0,4.15933101589818,5806.505509757607,8.235360130870886,11967,9599,2022-08-21,N/A
,0.5722647020605117,5103.396578462709,7.993332837457258,12904,3091,2022-09-15,Review
76665.0,3.5573385091780843,4991.619299047726,1.409186690894821,7330,675,2023-02-05,Good
106224.0,1.861049209239548,8964.365723936457,5.1861201288629895,11200,8676,2023-07-23,N/A
118973.0,2.2703610935769087,6136.884551016858,8.93068143792267,11138,4884,2022-03-20,N/A
140026.0,1.3382023204080222,5377.9454061921,8.837141914693747,12072,8079,2021-12-19,None
115633.0,4.456726885323092,£4395,8.87642153282591,8162,1962,2022-05-06,Check
96143.0,4.696026894862895,4047.0401984476944,4.296464911757709,9079,1840,2023-06-20,Pending
132556.0,2.798987037010988,7023.305705823105,3.996656878024531,12598,7168,2023-09-07,Good
148386.0,0.6725707291643328,2827.8751877840155,5.972502132808261,10927,9898,2023-08-30,Review
98529.0,4.714008902652908,5768.874729032837,7.602081804668938,10345,3538,2021-08-18,Review
65741.0,3.6150524359043934,7481.737894332358,1.6317067651980444,10230,8026,2022-05-12,Review
105727.0,4.688167969366133,4109.450859519115,9.729382999380949,11562,4866,2021-09-17,None
94738.0,4.21084160595101,4122.221221101073,4.091918049723147,11551,4174,2022-01-03,Good
113210.0,3.095689044160635,3613.2306893765463,9.645393172177354,9931,8088,2021-02-01,N/A
161262.0,3.0799567089636044,4203.745391427976,4.210706786700821,11346,4377,2021-06-10,Pending
103776.0,0.8784575200922272,3915.5787241474222,3.1780988987182965,11052,6211,2022-02-02,None
64508.0,0.8671623367411714,,3.0183319218744136,12213,4766,2021-12-31,Pending
66260.0,4.750195459303597,6343.190335512249,7.350306970412605,10783,411,2021-10-06,Pending
66235.0,0.7909949473275679,4729.846097972963,3.54210110972394,9591,613,2021-08-19,Check
135154.0,1.01697390985455,5336.269227280689,4.393163707447722,12046,6126,2023-01-19,N/A
103215.0,2.710189284397027,,3.4313344633894927,9383,5210,2021-10-22,Review
109222.0,3.599899179915002,3673.945438692679,9.874599925059153,4781,1430,2022-12-08,Check
115427.0,2.3%,4453.036918824301,4.611533387205151,7404,2425,2022-01-04,Good
121587.0,2.143938034241795,4333.420572341657,3.609413314474309,12352,8841,2023-03-13,Good
57310.0,3.712799404589232,5066.67187816326,7.50757360197868,5574,3833,2021-06-17,Pending
121684.0,3.3011749356306685,4266.001436806691,5.468837410743464,10878,4718,2021-06-07,None
120605.0,2.884383908765049,5018.383145947312,4.737541625014872,14837,7185,2022-11-11,Good
108057.0,2.5472078230885007,6542.718513785166,4.114170994968852,12904,1417,2023-07-04,Review
55624.0,,4414.126531027145,5.484192507704735,10455,7199,2021-05-23,None
112403.0,1.2760332794440945,3912.988682476543,5.401290315817458,8525,604,2021-03-15,None
67230.0,1.1782958328341164,2412.521848803099,5.524343936337793,7011,1272,2023-07-24,Review
81753.0,2.701309826961663,6510.325368023368,1.2193128339324686,10309,3964,2021-04-28,Good
30955.0,2.302947507978643,7114.617210797244,4.179845087455734,9295,6367,2021-09-08,Check
97020.0,0.5825744440434206,6904.930233432653,1.40681497579543,12128,8746,2023-07-19,None
80400.0,2.7492001598686504,,2.53512421196738,8606,247,2023-03-14,Check
85253.0,3.471227522429771,5722.181158719712,,12218,9226,2021-12-09,Check
81198.0,1.4829721024490616,6005.2508931956945,9.651290668905832,15985,1982,2023-08-13,Check
91004.0,4.7237014210762736,7344.334729517264,5.175006284091558,10616,2835,2022-07-23,Pending
122190.0,0.7749633041897162,3576.0807399413975,4.941070186423465,9358,5375,2021-03-14,Check
65710.0,1.3041775441967398,4383.080113504192,4.833071777220102,6175,199,2022-12-05,Review
57.0,2.0779217732930837,3682.7955228718897,6.197646817764455,5265,485,2022-06-22,N/A
104018.0,2.9906822911294757,2224.433472677238,2.195547911056889,5171,6083,2022-07-27,Good
65111.0,3.3513459676975104,4431.981960874804,1.9081750388130452,7274,8956,2023-09-22,N/A
76213.0,2.9832270090061326,8359.947788347172,8.030037318438596,8835,455,2021-06-02,Pending
